Timestamp,Message
2025-07-04 19:48:53,"127.0.0.1 - - [04/Jul/2025 19:48:53] ""GET /graph?ts=1751638732813 HTTP/1.1"" 200 -
"
2025-07-04 19:48:57,"127.0.0.1 - - [04/Jul/2025 19:48:57] ""GET /live_ips HTTP/1.1"" 200 -
"
2025-07-04 19:48:57,"127.0.0.1 - - [04/Jul/2025 19:48:57] ""[35m[1mGET /blocked_ips HTTP/1.1[0m"" 500 -
"
2025-07-04 19:48:58,"127.0.0.1 - - [04/Jul/2025 19:48:58] ""GET /graph?ts=1751638737808 HTTP/1.1"" 200 -
"
2025-07-04 19:49:02,"127.0.0.1 - - [04/Jul/2025 19:49:02] ""GET /live_ips HTTP/1.1"" 200 -
"
2025-07-04 19:49:02,"127.0.0.1 - - [04/Jul/2025 19:49:02] ""[35m[1mGET /blocked_ips HTTP/1.1[0m"" 500 -
"
2025-07-04 19:49:03,"127.0.0.1 - - [04/Jul/2025 19:49:03] ""GET /graph?ts=1751638742805 HTTP/1.1"" 200 -
"
2025-07-04 19:49:07,"127.0.0.1 - - [04/Jul/2025 19:49:07] ""GET /live_ips HTTP/1.1"" 200 -
"
2025-07-04 19:49:07,"127.0.0.1 - - [04/Jul/2025 19:49:07] ""[35m[1mGET /blocked_ips HTTP/1.1[0m"" 500 -
"
2025-07-04 19:49:08,"127.0.0.1 - - [04/Jul/2025 19:49:08] ""GET /graph?ts=1751638747809 HTTP/1.1"" 200 -
"
2025-07-04 19:49:12,"127.0.0.1 - - [04/Jul/2025 19:49:12] ""GET /live_ips HTTP/1.1"" 200 -
"
2025-07-04 19:49:12,"127.0.0.1 - - [04/Jul/2025 19:49:12] ""[35m[1mGET /blocked_ips HTTP/1.1[0m"" 500 -
"
2025-07-04 19:49:13,"127.0.0.1 - - [04/Jul/2025 19:49:13] ""GET /graph?ts=1751638752803 HTTP/1.1"" 200 -
"
2025-07-04 19:49:17,"127.0.0.1 - - [04/Jul/2025 19:49:17] ""GET /live_ips HTTP/1.1"" 200 -
"
2025-07-04 19:49:17,"127.0.0.1 - - [04/Jul/2025 19:49:17] ""[35m[1mGET /blocked_ips HTTP/1.1[0m"" 500 -
"
2025-07-04 19:49:18,"127.0.0.1 - - [04/Jul/2025 19:49:18] ""GET /graph?ts=1751638757806 HTTP/1.1"" 200 -
"
2025-07-04 19:49:22,"127.0.0.1 - - [04/Jul/2025 19:49:22] ""GET /live_ips HTTP/1.1"" 200 -
"
2025-07-04 19:49:22,"127.0.0.1 - - [04/Jul/2025 19:49:22] ""[35m[1mGET /blocked_ips HTTP/1.1[0m"" 500 -
"
2025-07-04 19:49:23,"127.0.0.1 - - [04/Jul/2025 19:49:23] ""GET /graph?ts=1751638762811 HTTP/1.1"" 200 -
"
2025-07-04 19:49:26,"127.0.0.1 - - [04/Jul/2025 19:49:26] ""GET / HTTP/1.1"" 200 -
"
2025-07-04 19:49:26,"127.0.0.1 - - [04/Jul/2025 19:49:26] ""GET /live_ips HTTP/1.1"" 200 -
"
2025-07-04 19:49:26,"127.0.0.1 - - [04/Jul/2025 19:49:26] ""[35m[1mGET /blocked_ips HTTP/1.1[0m"" 500 -
"
2025-07-04 19:49:27,"127.0.0.1 - - [04/Jul/2025 19:49:27] ""GET /graph?ts=1751638766600 HTTP/1.1"" 200 -
"
2025-07-04 19:49:27,"127.0.0.1 - - [04/Jul/2025 19:49:27] ""GET /graph HTTP/1.1"" 200 -
"
2025-07-04 19:49:31,"127.0.0.1 - - [04/Jul/2025 19:49:31] ""GET /live_ips HTTP/1.1"" 200 -
"
2025-07-04 19:49:31,"127.0.0.1 - - [04/Jul/2025 19:49:31] ""[35m[1mGET /blocked_ips HTTP/1.1[0m"" 500 -
"
2025-07-04 19:49:32,"127.0.0.1 - - [04/Jul/2025 19:49:32] ""GET /graph?ts=1751638771805 HTTP/1.1"" 200 -
"
2025-07-04 19:49:34,"127.0.0.1 - - [04/Jul/2025 19:49:34] ""GET / HTTP/1.1"" 200 -
"
2025-07-04 19:49:34,"127.0.0.1 - - [04/Jul/2025 19:49:34] ""GET /live_ips HTTP/1.1"" 200 -
"
2025-07-04 19:49:34,"127.0.0.1 - - [04/Jul/2025 19:49:34] ""[35m[1mGET /blocked_ips HTTP/1.1[0m"" 500 -
"
2025-07-04 19:49:34,"127.0.0.1 - - [04/Jul/2025 19:49:34] ""GET /graph HTTP/1.1"" 200 -
"
2025-07-04 19:49:34,"127.0.0.1 - - [04/Jul/2025 19:49:34] ""GET /graph?ts=1751638774495 HTTP/1.1"" 200 -
"
2025-07-04 19:49:39,"127.0.0.1 - - [04/Jul/2025 19:49:39] ""GET /live_ips HTTP/1.1"" 200 -
"
2025-07-04 19:49:39,"127.0.0.1 - - [04/Jul/2025 19:49:39] ""[35m[1mGET /blocked_ips HTTP/1.1[0m"" 500 -
"
2025-07-04 19:49:40,"127.0.0.1 - - [04/Jul/2025 19:49:40] ""GET /graph?ts=1751638779810 HTTP/1.1"" 200 -
"
2025-07-04 19:49:44,"127.0.0.1 - - [04/Jul/2025 19:49:44] ""GET /live_ips HTTP/1.1"" 200 -
"
2025-07-04 19:49:44,"127.0.0.1 - - [04/Jul/2025 19:49:44] ""[35m[1mGET /blocked_ips HTTP/1.1[0m"" 500 -
"
2025-07-04 19:49:45,"127.0.0.1 - - [04/Jul/2025 19:49:45] ""GET /graph?ts=1751638784813 HTTP/1.1"" 200 -
"
2025-07-04 19:49:49,"127.0.0.1 - - [04/Jul/2025 19:49:49] ""GET /live_ips HTTP/1.1"" 200 -
"
